Row,Author,Location,Country,Mult.country,Habitat.type,Moment,Species.English,Species.scientific,Host.taxonomic.class,Sampling.method,Method.of.detection,Gene,Pathogen,Tick.hosts,Hosts.studied,Ecotype.AP,Sequencing,Larvae.tested,Larvae.positive,Larval.infection.prevalence,Nymphs.tested,Nymphs.positive,Nymphal.infection.prevalence,Adults.tested,Adults.positive,Adult.infection.prevalence,Hosts.with.infected.ticks,Any.SD..SE.or.CI.given,Note.on.confidence,Same.animals.T.AH,Same.reference,Multiple.species,Notes,Birds
0001,"Baumgarten et al., 1999",Frankonia and southwest Baden-Württemberg,Germany,No,NA,Spring & summer 1998,European roe deer,Capreolus capreolus,Mammal,NA,nested PCR,16S rRNA,E. phagocytophila genogroup,2,NA,No,Yes,NA,NA,NA,NA,NA,NA,12,8,0.67,NA,No,NA,No,NA,No,,No birds
0002,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Eurasian reed warbler,Acrocephalus scirpaceus,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,1,5,NA,NA,0,NA,NA,1,0,0.00,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0003,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,European robin,Erithacus rubecula,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,33,655,No,Yes,14,0,0.00,40,3,0.08,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0004,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Collared flycatcher,Ficedula albicollis,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,1,2,NA,NA,0,NA,NA,1,0,0.00,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0005,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Europaen pied flycatcher,Ficedula hypoleuca,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,1,22,NA,NA,0,NA,NA,1,0,0.00,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0006,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Icterine warbler,Hippolais icterina,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,1,12,NA,NA,1,0,0.00,0,NA,NA,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0007,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Thrush nightingale,Luscinia luscinia,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,5,27,No,Yes,8,0,0.00,14,2,0.14,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0008,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Common redstart,Phoenicurus phoenicurus,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,7,76,No,Yes,11,0,0.00,17,1,0.06,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0009,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Greenish warbler,Phylloscopus trochiloides,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,1,1,NA,NA,1,0,0.00,0,NA,NA,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0010,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Willow warbler,Phylloscopus trochilus,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,3,1025,NA,NA,4,0,0.00,0,NA,NA,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0011,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Dunnock,Prunella modularis,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,1,33,NA,NA,0,NA,NA,1,0,0.00,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0012,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Eurasian bullfinch,Pyrrhula pyrrhula,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,2,27,NA,NA,0,NA,NA,2,0,0.00,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0013,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Goldcrest,Regulus regulus,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,1,892,NA,NA,0,NA,NA,1,0,0.00,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0014,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Common starling,Sturnus vulgaris,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,1,10,NA,NA,0,NA,NA,0,NA,NA,1,0,0.00,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0015,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,3,26,No,Yes,1,0,0.00,2,1,0.50,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0016,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Garden warbler,Sylvia borin,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,2,79,NA,NA,1,0,0.00,1,0,0.00,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0017,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Whitethroat,Sylvia communis,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,1,29,NA,NA,1,0,0.00,0,NA,NA,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0018,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Common blackbird,Turdus merula,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,5,41,No,Yes,7,0,0.00,19,1,0.05,1,0,0.00,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0019,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Song thrush,Turdus philomelos,Bird,Scientific capturing,PCR,16SrRNA,E. phagocytophila,4,24,No,Yes,2,0,0.00,12,1,0.08,0,NA,NA,NA,No,NA,T,"Bjoersdorff et al., (2001) ",No,,Migratory birds
0020,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (Čermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Striped field mouse,Apodemus agrarius,Mammal,Scientific capturing,Real-time PCR,msp2,A. phagocytophilum,NA,NA,NA,NA,231,0,0.00,31,0,0.00,0,NA,NA,NA,No,NA,T+AH,"Blanarova et al., (2014)",No,,No birds
0021,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (Čermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,Real-time PCR,msp2,A. phagocytophilum,NA,NA,NA,NA,274,0,0.00,8,0,0.00,0,NA,NA,NA,No,NA,T+AH,"Blanarova et al., (2014)",No,,No birds
0022,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (Čermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,European pine vole,Microtus subterraneus,Mammal,Scientific capturing,Real-time PCR,msp2,A. phagocytophilum,NA,NA,NA,NA,36,0,0.00,4,0,0.00,0,NA,NA,NA,No,NA,T+AH,"Blanarova et al., (2014)",No,,No birds
0023,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (Čermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Bank vole,Myodes glareolus,Mammal,Scientific capturing,Real-time PCR,msp2,A. phagocytophilum,NA,NA,NA,NA,86,0,0.00,2,0,0.00,0,NA,NA,NA,No,NA,T+AH,"Blanarova et al., (2014)",No,,No birds
0024,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (Čermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Common shrew,Sorex araneus,Mammal,Scientific capturing,Real-time PCR,msp2,A. phagocytophilum,NA,NA,NA,NA,2,0,0.00,0,NA,NA,0,NA,NA,NA,No,NA,T+AH,"Blanarova et al., (2014)",No,,No birds
0025,"Bown et al., 2006","Kielder, Kielder Forest, Northumberland (55° 13N, 2° 33W); Kershope, Kielder Forest, Northumberland (55° 13N, 2° 33W); Redesdale, Kielder Forest, Northumberland (55° 13N, 2° 33W)",UK,No,Grassland with conifer plantation,August 2001,Field vole,Microtus agrestis,Mammal,Scientific capturing,nested PCR,16S rRNA,A. phagocytophilum,20,163,No,Yes,158,2,0.01,13,1,0.08,1,0,0.00,1,Yes,95% Infection prevalence host: 3-12%,T+AH,"Bown et al., (2006)",No,,No birds
0026,"Burri et al., 2014","Bois de l’Hôpital, Neuchâtel, (47°00'23.67''N; 6°56'50.00''E)",Switzerland,No,NA,"September, October, and November 2011 & April and May 2012.",Apodemus spp. & bank vole,NA,Mammal,Scientific capturing,Real-time PCR,msp2,A. phagocytophilum,103,108,NA,NA,575,0,0.00,NA,NA,NA,NA,NA,NA,NA,Yes,95% CI Infestation prevalence: 91.4-99.3,T+AH,"Burri et al., (2014)",Yes,"18 bank voles and 85 apodemus were infested. However not all ticks tested for AP, max 10 per animal tested.",No birds
0027,"Capligina et al., 2014","Lake Pape, (56°09'N; 21°03'E)",Latvia,No,NA,September - October 2009,European robin,Erithacus rubecula,Bird,Scientific capturing,multiplex real-time PCR,msp2,A. phagocytophilum,19,NA,NA,NA,31,0,0.00,14,0,0.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
0028,"Capligina et al., 2014","Lake Pape, (56°09'N; 21°03'E)",Latvia,No,NA,September - October 2009,Great tit,Parus major,Bird,Scientific capturing,multiplex real-time PCR,msp2,A. phagocytophilum,2,NA,NA,NA,0,NA,NA,2,0,0.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
0029,"Capligina et al., 2014","Lake Pape, (56°09'N; 21°03'E)",Latvia,No,NA,September - October 2009,Common redstart,Phoenicurus phoenicurus,Bird,Scientific capturing,multiplex real-time PCR,msp2,A. phagocytophilum,1,NA,NA,NA,0,NA,NA,1,0,0.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
0030,"Capligina et al., 2014","Lake Pape, (56°09'N; 21°03'E)",Latvia,No,NA,September - October 2009,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,multiplex real-time PCR,msp2,A. phagocytophilum,1,NA,NA,NA,0,NA,NA,1,0,0.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
0031,"Capligina et al., 2014","Lake Pape, (56°09'N; 21°03'E)",Latvia,No,NA,September - October 2009,Goldcrest,Regulus regulus,Bird,Scientific capturing,multiplex real-time PCR,msp2,A. phagocytophilum,1,NA,No,No,0,NA,NA,1,1,1.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
0032,"Capligina et al., 2014","Lake Pape, (56°09'N; 21°03'E)",Latvia,No,NA,September - October 2009,Eurasian wren,Troglodytes troglodytes,Bird,Scientific capturing,multiplex real-time PCR,msp2,A. phagocytophilum,3,NA,NA,NA,1,0,0.00,3,0,0.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
0033,"Capligina et al., 2014","Lake Pape, (56°09'N; 21°03'E)",Latvia,No,NA,September - October 2009,Redwing thrush,Turdus iliacus,Bird,Scientific capturing,multiplex real-time PCR,msp2,A. phagocytophilum,2,NA,No,No,2,1,0.50,12,0,0.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
0034,"Capligina et al., 2014","Lake Pape, (56°09'N; 21°03'E)",Latvia,No,NA,September - October 2009,Common blackbird,Turdus merula,Bird,Scientific capturing,multiplex real-time PCR,msp2,A. phagocytophilum,9,NA,NA,NA,0,NA,NA,18,0,0.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
0035,"Capligina et al., 2014","Lake Pape, (56°09'N; 21°03'E)",Latvia,No,NA,September - October 2009,Song thrush,Turdus philomelos,Bird,Scientific capturing,multiplex real-time PCR,msp2,A. phagocytophilum,3,NA,NA,NA,3,0,0.00,4,0,0.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
0036,"Chvostac et al., 2018","NW Bratislava, (48°10'11.303” N; 17°4'2.255” E), in the Sitina urban forest",Slovakia,No,NA,Summer season in 2012,Great tit,Parus major,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,18,NA,NA,NA,242,0,0.00,13,0,0.00,0,NA,NA,NA,No,NA,No,NA,No,"Number of nymphs and larvae are asked for with the author, the answer was 1 nymph less and 1 larvae more than mentioned in paper",Resident birds
0037,"Chvostac et al., 2018","NW Bratislava, (48°10'11.303” N; 17°4'2.255” E), in the Sitina urban forest",Slovakia,No,NA,Summer season in 2012,Eurasian nuthatch,Sitta europaea,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,5,NA,NA,NA,9,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,No,NA,No,"Number of nymphs and larvae are asked for with the author, the answer was 1 nymph less and 1 larvae more than mentioned in paper",Resident birds
0038,"Chvostac et al., 2018","NW Bratislava, (48°10'11.303” N; 17°4'2.255” E), in the Sitina urban forest",Slovakia,No,NA,Summer season in 2012,Common blackbird,Turdus merula,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,2,NA,NA,NA,6,0,0.00,3,0,0.00,0,NA,NA,NA,No,NA,No,NA,No,"Number of nymphs and larvae are asked for with the author, the answer was 1 nymph less and 1 larvae more than mentioned in paper",Resident birds
0039,"Chvostac et al., 2018","NW Bratislava, (48°10'11.303” N; 17°4'2.255” E), in the Sitina urban forest",Slovakia,No,NA,Summer season in 2012,European robin,Erithacus rubecula,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,2,NA,NA,NA,12,0,0.00,3,0,0.00,0,NA,NA,NA,No,NA,No,NA,No,"Number of nymphs and larvae are asked for with the author, the answer was 1 nymph less and 1 larvae more than mentioned in paper",Resident birds
0040,"Chvostac et al., 2018","NW Bratislava, (48°10'11.303” N; 17°4'2.255” E), in the Sitina urban forest",Slovakia,No,NA,Summer season in 2012,Great spotted woodpecker,Dendrocopos major,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,2,NA,NA,NA,0,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,No,NA,No,"Number of nymphs and larvae are asked for with the author, the answer was 1 nymph less and 1 larvae more than mentioned in paper",Resident birds
0041,"Chvostac et al., 2018","NW Bratislava, (48°10'11.303” N; 17°4'2.255” E), in the Sitina urban forest",Slovakia,No,NA,Summer season in 2012,Willow tit,Poecile montanus,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,2,NA,NA,NA,5,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,No,NA,No,"Number of nymphs and larvae are asked for with the author, the answer was 1 nymph less and 1 larvae more than mentioned in paper",Resident birds
0042,"Chvostac et al., 2018","NW Bratislava, (48°10'11.303” N; 17°4'2.255” E), in the Sitina urban forest",Slovakia,No,NA,Summer season in 2012,Common chaffinch,Fringilla coelebs,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,1,NA,NA,NA,0,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,No,NA,No,"Number of nymphs and larvae are asked for with the author, the answer was 1 nymph less and 1 larvae more than mentioned in paper",Resident birds
0043,"Chvostac et al., 2018","NW Bratislava, (48°10'11.303” N; 17°4'2.255” E), in the Sitina urban forest",Slovakia,No,NA,Summer season in 2012,Blue tit,Cyanistes caeruleus,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,1,NA,NA,NA,0,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,No,NA,No,"Number of nymphs and larvae are asked for with the author, the answer was 1 nymph less and 1 larvae more than mentioned in paper",Resident birds
0044,"Chvostac et al., 2018","NW Bratislava, (48°10'11.303” N; 17°4'2.255” E), in the Sitina urban forest",Slovakia,No,NA,Summer season in 2012,Spotted flycatcher,Muscicapa striata,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,1,NA,NA,NA,2,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,No,NA,No,"Number of nymphs and larvae are asked for with the author, the answer was 1 nymph less and 1 larvae more than mentioned in paper",Resident birds
0045,"De La Fuente et al., 2004",Castilla-La Mancha,Spain,No,"Evergreen oak (Quercus ilex) forest and scrublands (dominated by Cistus spp., Pistacia spp., Rosmarinus spp., Erica spp. and Phyllirea spp.) with scattered pastures and small crops",NA,Red deer,Cervus elaphus,Mammal,Hunting,PCR,16S rRNA,A. phagocytophilum,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0.00,NA,No,NA,No,NA,No,Additional information obtained from author,No birds
0046,"Dubska et al., 2012","Mlada Boleslav (14◦54'E, 50◦25'N)",Czech Republic,No,NA,21 April to 23 August 2008,Common nightingale,Luscinia megarhynchos,Bird,Scientific capturing,PCR,epank1,A. phagocytophilum,33,120,No,No,34,1,0.03,43,0,0.00,NA,NA,NA,NA,No,NA,T,"Dubska et al., (2012)",No,,Resident birds
0047,"Dumitrache et al., 2013",Romania,Romania,No,NA,April and May 2011 and 2012,Northern white-breasted hedgehog,Erinaceus roumanicus,Mammal,Scientific capturing,PCR,msp2,A. phagocytophilum,24,57,No,No,158,4,0.03,530,101,0.19,271,10,0.04,8,Yes,"Larvae: 95% CI: 0,7-6,4%; Nymphs: 95% CI: 15,9-22,7%; Females: 95% CI: 1,4-6,8%; Males: 95% CI: 1,0-13,5%",T,"Dumitrache et al., (2013)",No,,No birds
0048,"Franke et al., 2010","Reifenstein (Thuringia), (51°20'54.65""N, 10°21'38.74""E)",Germany,No,"Beech grove, a residual alluvial forest with a marsh area, and agricultural crop land containing two sedimentation ponds with reeds. Also a small pond with reeds and sedges, a well-developed field layer, an understory, and deciduous trees.",May to October 2007,"Common blackbird, Eurasian blackcap, blue tit, common chiffchaff, dunnock, Eurasian bullfinch, European robin, great tit, marsh warbler, reed warbler, song thrush and winter wren",NA,Bird,Scientific capturing,PCR,16S rRNA,A. phagocytophilum,56,NA,No,Yes,63,2,0.03,126,4,0.03,0,NA,NA,4,No,NA,No,NA,Yes,The tested ticks came from 56 animals. The two positive larvae were from a robin and a blackbird. One of the infected nymphs came from the same blackbird,Migratory birds
0049,"Franke et al., 2010","Reifenstein (Thuringia), (51°20'54.65""N, 10°21'38.74""E)",Germany,No,"Beech grove, a residual alluvial forest with a marsh area, and agricultural crop land containing two sedimentation ponds with reeds. Also a small pond with reeds and sedges, a well-developed field layer, an understory, and deciduous trees.",May to October 2007,Yellow-necked field mouse and bank vole,NA,Mammal,Scientific capturing,PCR,16S rRNA,A. phagocytophilum,166,NA,No,Yes,258,3,0.01,13,0,0.00,2,0,0.00,3,No,NA,No,NA,Yes,Positive ticks came from 3 different A. flavicollis,No birds
0050,"Geller et al., 2013","Kabli (58.01431N 24.44942 E) and Pulgoja (58.09947N 24.4844E), situated on the East coast of the Gulf of Riga",Estonia,No,NA,August–October from 2006 to 2009,Great reed warbler,Acrocephalus arundinaceus,Bird,Scientific capturing,real-time PCR,msp2,A. phagocytophilum,1,NA,NA,NA,NA,NA,NA,1,0,0.00,NA,NA,NA,NA,No,NA,No,NA,No,,Migratory birds
