Row,Author,Location,Country,Mult.country,Habitat.type,Moment,Species.English,Species.scientific,Host.taxonomic.class,Sampling.method,Sampletype,Method.of.detection,Pathogen,Hosts.studied,Host.positive,Infection.prevalence.host,Genospecies.identification,Any.SD..SE.or.CI.given,Note.on.confidence,Same.animals.T.BF,Same.reference,Multiple.species,Notes,Birds,Additional.data.email,Data.collection,Double.ext
001,"Adaszek et al., 2014",Bialowieza Primeval Forest,Poland,No,Forest,2009-2014,European Bison,Bison bonasus,Mammal,Hunting,Blood,PCR,B. burgdorferi s.l.,120,16,0.13,No,No,NA,No,NA,No,,No birds,No,L,No
002,"Amore et al., 2007",Tuscany,Italy,No,,,Common wall lizard,Podarcis muralis,Reptile ,,Tails,Sequencing,B. lusitaniae,32,6,0.19,No,,,,,No,,No birds,,H,Yes
003,"Andersson et al., 2013",Southern Sweden,Sweden ,No,,June 2007-August 2009 (trapped in May-October and January),Bank vole,Myodes glareolus,Mammal,,Ear biopsy,PCR,B. afzelii,906,154,0.17,No,,,,,No,,No birds,,H,Yes
004,"Balazova et al., 2021","Salaš (49°08’N, 17°21’E)",Czech Republic,No,"Oak-hornbeam forest, spruce forest plantation, mixed forest, garden, meadow, brook bank and ecotones","August, october, november 2014-2019",Apodemus spp.,Apodemus spp.,Mammal,Scientific capturing,"Mixure of heart, liver, kidney spleen and muscle",qPCR,B. burgdorferi s.l.,297,27,0.09,No,Yes,95% CI: 6.1–13.0%,No,NA,Half,"""Apodemus sp"": at least one of the three field mice species in the area (A. flavicollis, A. sylvaticus and A. uralensis)",No birds,No,L,No
005,"Balazova et al., 2021","Salaš (49°08’N, 17°21’E)",Czech Republic,No,"Oak-hornbeam forest, spruce forest plantation, mixed forest, garden, meadow, brook bank and ecotones","August, october, november 2014-2019",Striped field mouse,Apodemus agrarius,Mammal,Scientific capturing,"Mixure of heart, liver, kidney spleen and muscle",qPCR,B. burgdorferi s.l.,32,8,0.25,No,Yes,95% CI: 11.5–43.4%,No,NA,No,,No birds,No,L,No
006,"Balazova et al., 2021","Salaš (49°08’N, 17°21’E)",Czech Republic,No,"Oak-hornbeam forest, spruce forest plantation, mixed forest, garden, meadow, brook bank and ecotones","August, october, november 2014-2019",Bank vole,Myodes glareolus,Mammal,Scientific capturing,"Mixure of heart, liver, kidney spleen and muscle",qPCR,B. burgdorferi s.l.,125,4,0.03,No,Yes,95% CI: 0.8–8.0%,No,NA,No,,No birds,No,L,No
007,"Balazova et al., 2021","Salaš (49°08’N, 17°21’E)",Czech Republic,No,"Oak-hornbeam forest, spruce forest plantation, mixed forest, garden, meadow, brook bank and ecotones","August, october, november 2014-2019",Common vole,Microtus arvalis,Mammal,Scientific capturing,"Mixure of heart, liver, kidney spleen and muscle",qPCR,B. burgdorferi s.l.,8,3,0.38,No,No,NA,No,NA,No,,No birds,No,L,No
008,"Balazova et al., 2021","Salaš (49°08’N, 17°21’E)",Czech Republic,No,"Oak-hornbeam forest, spruce forest plantation, mixed forest, garden, meadow, brook bank and ecotones","August, october, november 2014-2019",House mouse,Mus musculus,Mammal,Scientific capturing,"Mixure of heart, liver, kidney spleen and muscle",qPCR,B. burgdorferi s.l.,1,0,0.00,NA,No,NA,No,NA,No,,No birds,No,L,No
009,"Balazova et al., 2021","Salaš (49°08’N, 17°21’E)",Czech Republic,No,"Oak-hornbeam forest, spruce forest plantation, mixed forest, garden, meadow, brook bank and ecotones","August, october, november 2014-2019",Lesser white-toothed shrew,Crocidura suaveolens,Mammal,Scientific capturing,"Mixure of heart, liver, kidney spleen and muscle",qPCR,B. burgdorferi s.l.,25,0,0.00,NA,Yes,95% CI: 0.0–1.4%,No,NA,No,,No birds,No,L,No
010,"Balazova et al., 2021","Salaš (49°08’N, 17°21’E)",Czech Republic,No,"Oak-hornbeam forest, spruce forest plantation, mixed forest, garden, meadow, brook bank and ecotones","August, october, november 2014-2019",Common shrew,Sorex araneus,Mammal,Scientific capturing,"Mixure of heart, liver, kidney spleen and muscle",qPCR,B. burgdorferi s.l.,10,0,0.00,NA,No ,NA,No,NA,No,,No birds,No,L,No
011,"Balazova et al., 2021","Salaš (49°08’N, 17°21’E)",Czech Republic,No,"Oak-hornbeam forest, spruce forest plantation, mixed forest, garden, meadow, brook bank and ecotones","August, october, november 2014-2019",Eurasian pygmy shrew,Sorex minutus,Mammal,Scientific capturing,"Mixure of heart, liver, kidney spleen and muscle",qPCR,B. burgdorferi s.l.,2,0,0.00,NA,No,NA,No,NA,No,,No birds,No,L,No
012,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Striped field mouse,Apodemus agrarius,Mammal,Scientific capturing,"Heart, liver and skin",Real-time PCR,Borrelia spp. ,14,2,0.14,Yes,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,No birds,No,L,No
013,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,"Heart, liver and skin",Real-time PCR,Borrelia spp.,5,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021:Borsan et al., 2020",No,,No birds,No,L,No
014,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,"Heart, liver and skin",Real-time PCR,Borrelia spp.,3,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,No birds,No,L,No
015,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,European water vole,Arvicola terrestris,Mammal,Scientific capturing,"Heart, liver and skin",Real-time PCR,Borrelia spp. ,1,1,1.00,Yes,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,No birds,No,L,No
016,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Feral pigeon,Columba livia domestica,Bird,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,1,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021:Borsan et al., 2020",No,,Resident birds,No,L,No
017,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Hooded crow,Corvus corvix,Bird,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,1,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,Resident birds,No,L,No
018,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Rook,Corvus frugilegus,Bird,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,2,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,Resident birds,No,L,No
019,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Northern white-breasted hedgehog,Erinaceus roumanicus,Mammal,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,8,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021:Borsan et al., 2020",No,,No birds,No,L,No
020,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,European robin,Erithacus rubecula,Bird,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,3,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2021",No,,Resident birds,No,L,No
021,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Eurasian jay,Garrulus glandarius,Bird,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,1,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,Resident birds,No,L,No
022,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,House mouse,Mus musculus,Mammal,Scientific capturing,"Heart, liver and skin",Real-time PCR,Borrelia spp.,1,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,No birds,No,L,No
023,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Hazel dormouse,Muscardinus avellanarius,Mammal,Scientific capturing,"Heart, liver and skin",Real-time PCR,Borrelia spp.,2,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,No birds,No,L,No
024,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Bank vole,Myodes glareolus,Mammal,Scientific capturing,"Heart, liver and skin",Real-time PCR,Borrelia spp.,1,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,No birds,No,L,No
025,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Great tit,Parus major,Bird,Scientific capturing,Blood,Real-time PCR,Borrelia spp. ,7,1,0.14,Yes,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,Resident birds,No,L,No
026,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Eurasian tree sparrow,Passer montanus,Bird,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,2,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,Resident birds,No,L,No
027,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Eurasian pygmy shrew,Sorex minutus,Mammal,Scientific capturing,"Heart, liver and skin",Real-time PCR,Borrelia spp.,1,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,No birds,No,L,No
028,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Common starling,Sturnus vulgaris,Bird,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,5,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,Resident birds,No,L,No
029,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,European mole,Talpa europaea,Mammal,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,1,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,No birds,No,L,No
030,"Borsan et al., 2021","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban and peri-urban,March-November 2018,Common blackbird,Turdus merula,Bird,Scientific capturing,Blood,Real-time PCR,Borrelia spp.,11,0,0.00,NA,No,NA,T+BF,"Borsan et al., 2021; Borsan et al., 2020",No,,Resident birds,No,L,No
031,"Castillo-Contreras et al., 2020","Collserola, Barcelona, UAB, MAB",Spain,No,"Urban, forests, grasslands, scrublands, croplands",2014-2016,Wild boar,Sus scrofa,Mammal,Hunting,Spleen ,Real-time PCR,B. burgdorferi s.l.,167,0,0.00,NA,No,NA,No,NA,No,,No birds,No,L,No
032,"Cayol et al., 2018",Around Jyväskylä city,Finland,No,"Forest with spruce, pine and birch",May-September 2012,Bank vole,Myodes glareolus,Mammal,Scientific capturing,Ear biopsy,Nested PCR,B. burgdorferi s.l.,349,39,0.11,No,No,NA,T,"Cayol et al., 2018",No,,No birds,No,L,No
033,"Cerar et al., 2015",Central Slovenian region,Slovenia,No,NA,Spring + autumn 2012,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,Heart ,LightMix and 'in house' nested PCR,Borrelia spp.,155,41,0.26,Yes,Yes,"95% CI: 24,2-35,6% (% postive of all rodents) ",No,NA,No,,No birds,No,L,No
034,"Cerar et al., 2015",Central Slovenian region,Slovenia,No,NA,Spring + autumn 2012,Bank vole,Myodes glareolus,Mammal,Scientific capturing,Heart ,LightMix and 'in house' nested PCR,Borrelia spp. ,94,31,0.33,Yes,Yes,"95% CI: 24,2-35,6% (% postive of all rodents) ",No,NA,No,,No birds,No,L,No
035,"Cerar et al., 2015",Central Slovenian region,Slovenia,No,NA,Spring + autumn 2012,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,Heart ,LightMix and 'in house' nested PCR,Borrelia spp. ,2,2,1.00,Yes,Yes,"95% CI: 24,2-35,6% (% postive of all rodents) ",No,NA,No,,No birds,No,L,No
036,"Cerar et al., 2015",Central Slovenian region,Slovenia,No,NA,Spring + autumn 2013,Rodentia spp.,Rodentia spp.,Mammal,Scientific capturing,Heart and lung ,LightMix and 'in house' nested PCR,Borrelia spp. ,46,18,0.39,Yes,Yes,95% CI: 25.0-53.2%,No,NA,Yes,"Species: Apodemus flavicollis, Myodes glareolus, Neomys anomalus, Crocidura suaveolens",No birds,No,L,No
037,"Christova & Gladnishka, 2005",Bulgaria,Bulgaria,No,,,Striped field mouse,Apodemus agrarius,Mammal,,Spleen ,PCR,B. burgdorferi s.l.,9,0,0.00,NA,,,,,No,,No birds,,H,Yes
038,"Christova & Gladnishka, 2005",Bulgaria,Bulgaria,No,,,Black rat,Rattus rattus,Mammal,,Spleen ,PCR,B. burgdorferi s.l.,136,40,0.29,No,,,,,No,,No birds,,H,Yes
039,"Christova & Gladnishka, 2005",Bulgaria,Bulgaria,No,,,House mouse,Mus musculus,Mammal,,Spleen ,PCR,B. burgdorferi s.l.,24,4,0.17,No,,,,,No,,No birds,,H,Yes
040,"Cornetti et al., 2018",Kanton Graubünden (N46.992 E9.558; N46.996 E9.637; N47.020 E9.583; N46.841 E9.538; N46.841 E9.538; N46.818 E9.590; N46.761 E9.426; N46.772 E9.454; N46.789 E9.453; N46.783 E9.233; N46.827 E9.281; N46.795 E9.169),Switzerland,No,NA,June-September 2018,Bank vole,Myodes glareolus,Mammal,Scientific capturing,Ear biopsy,qPCR ,B. afzelii,266,77,0.29,No,No,NA,No,NA,No,,No birds,No,L,No
041,"Cornetti et al., 2020",Kanton Graubünden (N46.799 E9.352; N46.760 E9.425; N46.783 E9.233; N46.827 E9.280; N46.992 E9.557; N46.840 E9.538; N46.882 9.559),Switzerland,No,NA,Summer 2014,Bank vole,Myodes glareolus,Mammal,Scientific capturing,Ear biopsy,qPCR,B. afzelii,118,53,0.45,No,No,NA,No,NA,No,,No birds,No,L,No
042,"Cosson et al., 2014",French Ardennes,France,No,,,Bank vole,Myodes glareolus,Mammal,,Spleen ,Sequencing,B. burgdorferi s.l.,72,3,0.04,Yes,,,,,No,,No birds,,H,Yes
043,"Craine et al., 1997","Dorset & Norfolk, UK",United Kingdom ,No,,"May-November 1991; February-November 1992, October-November 1991/2 and September 1992-July 1993",Eastern gray squirrel,Sciurus carolinensis,Mammal,,Ear ,PCR,B. burgdorferi s.l.,106,15,0.14,No,,,,,No,,No birds,,H,Yes
044,"Craine et al., 1997","Dorset & Norfolk, UK",United Kingdom ,No,,"May-November 1991; February-November 1992, October-November 1991/2 and September 1992-July 1993",Common pheasant,Phasianus colchicus,Bird,,Wattle,PCR,B. burgdorferi s.l.,10,1,0.10,No,,,,,No,,Resident birds,,H,Yes
045,"Da Rold et al., 2018",Belluno Province ,Italy,No,NA,November 2015 - January 2017,Red fox,Vulpes vulpes,Mammal,Hunting,Spleen ,PCR,B. burgdorferi s.l.,97,0,0.00,NA,No,NA,No,NA,No,,No birds,No,L,No
046,"De Carvalho et al., 2010",Portugal,Portugal,No,,,Long-tailed field mouse,Apodemus sylvaticus,Mammal,,"Skin, bladder & heart",Culture and PCR,B. lusitaniae,22,1,0.05,No,,,,,No,,No birds,,H,Yes
047,"Diaz-Cao et al., 2020",Southern spain,Spain,No,NA,October-March 2009-2015,Red deer,Cervus elaphus,Mammal,Hunting,Spleen ,PCR,B. burgdorferi s.l.,578,5,0.01,Yes,No,NA,No,NA,No,,No birds,No,L,No
048,"Diaz-Cao et al., 2020",Southern spain,Spain,No,NA,October-March 2009-2015,European roe deer,Capreolus capreolus,Mammal,Hunting,Spleen ,PCR ,B. burgdorferi s.l.,29,0,0.00,NA,No,NA,No,NA,No,,No birds,No,L,No
049,"Diaz-Cao et al., 2020",Southern spain,Spain,No,NA,October-March 2009-2015,European mouflon,Ovis orientalis musimon,Mammal,Hunting,Spleen ,PCR ,B. burgdorferi s.l.,135,0,0.00,NA,No,NA,No,NA,No,,No birds,No,L,No
050,"Diaz-Cao et al., 2020",Southern spain,Spain,No,NA,October-March 2009-2015,Fallow deer,Dama dama,Mammal,Hunting,Spleen ,PCR ,B. burgdorferi s.l.,121,1,0.01,Yes,No,NA,No,NA,No,,No birds,No,L,No
051,"Diaz-Cao et al., 2020",Southern spain,Spain,No,NA,October-March 2009-2015,Wild boar,Sus scrofa,Mammal,Hunting,Spleen ,PCR ,B. burgdorferi s.l.,269,0,0.00,NA,No,NA,No,NA,No,,No birds,No,L,No
052,"Dumitrache et al., 2015","Alba, Bihor, Bistrita Nasaud, Brasov, Buzau, Cluj, Calarasi, Constanta, Covasna, Hunedoara, Harghita, Mures, Satu Mare, Tulcae",Romania,No,NA,October 2011 - May 2015,Red fox,Vulpes vulpes,Mammal,"Hunted, road-killed, found dead",Heart,PCR,B. burgdorferi s.l.,353,5,0.01,Yes,Yes,"95% CI: 0,52-3,47%",No,NA,No,,No birds,No,L,No
053,"Ebani et al., 2016a",Tuscany,Italy,No,Urban areas,2011-2013,Feral pigeon,Columba livia domestica,Bird,Found dead,Spleen ,PCR,B. burgdorferi s.l.,84,13,0.15,No,No,NA,No,NA,No,,Resident birds,No,L,No
054,"Ebani et al., 2016b",North Eastern Pistoia province,Italy,No,NA,January 1st - February 28th 2015,Red deer,Cervus elaphus,Mammal,Hunting,Blood,PCR,B. burgdorferi s.l.,60,2,0.03,No,No,NA,No,NA,No,,No birds,No,L,No
055,"Espi et al., 2017","Sierra del Sueve Natural Reserve (43º28'48N, 5º14'32W) and surroundings",Spain,No,Pre-coastal mountain range and orchards,2011-2013,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,"Mixure of ear, lung, heart, liver, spleen, kidney and urinary bladder",Nested PCR,B. burgdorferi s.l. ,36,3,0.08,No,No,NA,No,NA,No,,No birds,No,L,No
056,"Espi et al., 2017","Sierra del Sueve Natural Reserve (43º28'48N, 5º14'32W) and surroundings",Spain,No,Pre-coastal mountain range and orchards,2011-2013,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,"Mixure of ear, lung, heart, liver, spleen, kidney and urinary bladder",Nested PCR,B. burgdorferi s.l.,1,0,0.00,NA,No,NA,No,NA,No,,No birds,No,L,No
057,"Espi et al., 2017","Sierra del Sueve Natural Reserve (43º28'48N, 5º14'32W) and surroundings",Spain,No,Pre-coastal mountain range and orchards,2011-2013,Lusitanian pine vole,Microtus lusitanicus,Mammal,Scientific capturing,"Mixure of ear, lung, heart, liver, spleen, kidney and urinary bladder",Nested PCR,B. burgdorferi s.l.,14,2,0.14,Yes,No,NA,No,NA,No,,No birds,No,L,No
058,"Espi et al., 2017","Sierra del Sueve Natural Reserve (43º28'48N, 5º14'32W) and surroundings",Spain,No,Pre-coastal mountain range and orchards,2011-2013,Field vole,Microtus agrestis,Mammal,Scientific capturing,"Mixure of ear, lung, heart, liver, spleen, kidney and urinary bladder",Nested PCR,B. burgdorferi s.l.,1,0,0.00,NA,No ,NA,No,NA,No,,No birds,No,L,No
059,"Espi et al., 2017","Sierra del Sueve Natural Reserve (43º28'48N, 5º14'32W) and surroundings",Spain,No,Pre-coastal mountain range and orchards,2011-2013,Greater white-toothed shrew,Crocidura russula,Mammal,Scientific capturing,"Mixure of ear, lung, heart, liver, spleen, kidney and urinary bladder",Nested PCR,B. burgdorferi s.l.,4,0,0.00,NA,No ,NA,No,NA,No,,No birds,No,L,No
060,"Espi et al., 2017","Sierra del Sueve Natural Reserve (43º28'48N, 5º14'32W) and surroundings",Spain,No,Pre-coastal mountain range and orchards,2011-2013,Lesser white-toothed shrew,Crocidura suaveolens,Mammal,Scientific capturing,"Mixure of ear, lung, heart, liver, spleen, kidney and urinary bladder",Nested PCR,B. burgdorferi s.l.,1,0,0.00,NA,No ,NA,No,NA,No,,No birds,No,L,No
061,"Espi et al., 2017","Sierra del Sueve Natural Reserve (43º28'48N, 5º14'32W) and surroundings",Spain,No,Pre-coastal mountain range and orchards,2011-2013,Crowned shrew,Sorex coronatus,Mammal,Scientific capturing,"Mixure of ear, lung, heart, liver, spleen, kidney and urinary bladder",Nested PCR,B. burgdorferi s.l.,3,0,0.00,NA,No ,NA,No,NA,No,,No birds,No,L,No
062,"Espi et al., 2017","Sierra del Sueve Natural Reserve (43º28'48N, 5º14'32W) and surroundings",Spain,No,Pre-coastal mountain range and orchards,2011-2013,Montane water vole,Arvicola scherman,Mammal,Scientific capturing,"Mixure of ear, lung, heart, liver, spleen, kidney and urinary bladder",Nested PCR,B. burgdorferi s.l.,10,4,0.40,Yes,Yes,"95% CI: 16,8 - 68,7",No,NA,No,,No birds,No,L,No
063,"Fabri et al., 2021","Södermanland, the southernmost part of Stockholm county and the western part of Östergötland",Sweden ,No,"Forests with Scots pine, Norway spruce, birch, European oak and interspersed with agriculture lands",October 2018 and October-November 2019,Fallow deer,Dama dama,Mammal,Hunting,Spleen ,Multiplex real-time PCR,B. burgdorferi s.l.,64,0,0.00,NA,No,NA,T+BF,"Fabri et al., 2021",No,,No birds,No,L,No
064,"Fabri et al., 2021","Södermanland, the southernmost part of Stockholm county and the western part of Östergötland",Sweden ,No,"Forests with Scots pine, Norway spruce, birch, European oak and interspersed with agriculture lands",October 2018 and October-November 2019,Eurasian elk,Alces alces,Mammal,Hunting,Spleen ,Multiplex real-time PCR,B. burgdorferi s.l.,8,0,0.00,NA,No,NA,T+BF,"Fabri et al., 2021",No,,No birds,No,L,No
065,"Fabri et al., 2021","Södermanland, the southernmost part of Stockholm county and the western part of Östergötland",Sweden ,No,"Forests with Scots pine, Norway spruce, birch, European oak and interspersed with agriculture lands",October 2018 and October-November 2019,Red deer,Cervus elaphus,Mammal,Hunting,Spleen ,Multiplex real-time PCR,B. burgdorferi s.l.,28,0,0.00,NA,No,NA,T+BF,"Fabri et al., 2021",No,,No birds,No,L,No
066,"Fabri et al., 2021","Södermanland, the southernmost part of Stockholm county and the western part of Östergötland",Sweden ,No,"Forests with Scots pine, Norway spruce, birch, European oak and interspersed with agriculture lands",October 2018 and October-November 2019,European roe deer,Capreolus capreolus,Mammal,Hunting,Spleen ,Multiplex real-time PCR,B. burgdorferi s.l.,7,0,0.00,NA,No,NA,T+BF,"Fabri et al., 2021",No,,No birds,No,L,No
067,"Fabri et al., 2021","Södermanland, the southernmost part of Stockholm county and the western part of Östergötland",Sweden ,No,"Forests with Scots pine, Norway spruce, birch, European oak and interspersed with agriculture lands",October 2018 and October-November 2019,Wild boar,Sus scrofa,Mammal,Hunting,Spleen ,Multiplex real-time PCR,B. burgdorferi s.l.,34,0,0.00,NA,No,NA,T+BF,"Fabri et al., 2021",No,,No birds,No,L,No
068,"Faria et al., 2015",Tras-os-Montes region,Portugal,No,NA,Hunting season 2011/2012,Wild boar,Sus scrofa,Mammal,Hunting,Serum,Nested PCR,B. burgdorferi s.l.,90,3,0.03,Yes,No,NA,No,NA,No,,No birds,No,L,No
069,"Fietz et al., 2014",Germany,Germany,No,,,Fat dormouse,Glis glis,Mammal,,Ear biopsy,Sequencing,B. burgdorferi s.l.,501,63,0.13,Yes,,,,,No,,No birds,,H,Yes
070,"Frandsen et al., 1995",Denmark,Denmark,No,,April-June and July-September 1990-1992 ,House mouse,Mus musculus,Mammal,,Blood,IFA,B. burgdorferi s.l.,5,5,1.00,No,,,,,No,,No birds,,H,Yes
071,"Frandsen et al., 1995",Denmark,Denmark,No,,April-June and July-September 1990-1992 ,Long-tailed field mouse,Apodemus sylvaticus,Mammal,,Blood,IFA,B. burgdorferi s.l.,92,39,0.42,No,,,,,No,,No birds,,H,Yes
072,"Frandsen et al., 1995",Denmark,Denmark,No,,April-June and July-September 1990-1992 ,Field vole,Microtus agrestis,Mammal,,Blood,IFA,B. burgdorferi s.l.,263,86,0.33,No,,,,,No,,No birds,,H,Yes
073,"Frandsen et al., 1995",Denmark,Denmark,No,,April-June and July-September 1990-1992 ,Bank vole,Myodes glareolus,Mammal,,Blood,IFA,B. burgdorferi s.l.,433,75,0.17,No,,,,,No,,No birds,,H,Yes
074,"Frandsen et al., 1995",Denmark,Denmark,No,,April-June and July-September 1990-1992 ,Yellow-necked field mouse,Apodemus flavicollis,Mammal,,Blood,IFA,B. burgdorferi s.l.,263,73,0.28,No,,,,,No,,No birds,,H,Yes
075,"Frandsen et al., 1995",Denmark,Denmark,No,,April-June and July-September 1990-1992 ,Harvest mouse,Micromys minutus,Mammal,,Blood,IFA,B. burgdorferi s.l.,41,2,0.05,No,,,,,No,,No birds,,H,Yes
076,"Galfsky et al., 2019","Leipzig, Saxony ",Germany ,No,"Around artifical lake, park","April-October 2015, May-November 2016, March-October 2017",Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,Skin and spleen,Real-time PCR,B. burgdorferi s.l.,59,28,0.47,Yes,Yes,95% CI: 35.3-60,T+BF,"Galfsky et al., 2019",No,,No birds,No,L,No
077,"Galfsky et al., 2019","Leipzig, Saxony ",Germany,No,"Around artifical lake, park","April-October 2015, May-November 2016, March-October 2017",Striped field mouse,Apodemus agrarius,Mammal,Scientific capturing,Skin and spleen,Real-time PCR,B. burgdorferi s.l.,1,0,0.00,NA,No,NA,T,"Galfsky et al., 2019",No,,No birds,No,L,No
078,"Galfsky et al., 2019","Leipzig, Saxony ",Germany ,No,"Around artifical lake, park","April-October 2015, May-November 2016, March-October 2017",European water vole,Arvicola terrestris,Mammal,Scientific capturing,Skin and spleen,Real-time PCR,B. burgdorferi s.l.,1,0,0.00,NA,No,NA,T,"Galfsky et al., 2019",No,,No birds,No,L,No
